Id,SalePrice
1461,129527.3359375
1462,169453.140625
1463,185380.890625
1464,187980.890625
1465,178440.375
1466,181169.109375
1467,167085.65625
1468,166346.984375
1469,188148.109375
1470,128171.7265625
1471,192733.359375
1472,95917.21875
1473,95272.484375
1474,151247.90625
1475,127698.1875
1476,399449.40625
1477,253997.625
1478,306224.5
1479,249095.953125
1480,501112.0
1481,307673.15625
1482,211300.59375
1483,166091.203125
1484,168335.609375
1485,176865.234375
1486,194247.8125
1487,330030.0625
1488,234464.375
1489,205007.046875
1490,228492.0625
1491,188383.109375
1492,88520.28125
1493,189112.765625
1494,285303.09375
1495,272807.28125
1496,236055.515625
1497,177484.21875
1498,164869.59375
1499,167032.578125
1500,155327.015625
1501,177494.421875
1502,155017.90625
1503,312553.0
1504,235467.09375
1505,225461.109375
1506,183001.28125
1507,250053.734375
1508,183241.40625
1509,166775.6875
1510,147780.140625
1511,138301.921875
1512,175616.03125
1513,146565.609375
1514,160858.109375
1515,197579.5625
1516,153391.40625
1517,166271.5
1518,129525.46875
1519,228855.484375
1520,134780.09375
1521,133407.09375
1522,167658.734375
1523,110071.734375
1524,123979.359375
1525,130523.8359375
1526,115892.7109375
1527,106585.8046875
1528,131963.65625
1529,146337.71875
1530,171922.015625
1531,110046.65625
1532,101076.5859375
1533,147452.46875
1534,117577.53125
1535,149996.390625
1536,104937.75
1537,77758.7578125
1538,167877.0625
1539,196244.109375
1540,92941.6171875
1541,149858.40625
1542,145482.671875
1543,208869.96875
1544,70761.71875
1545,106164.375
1546,136074.78125
1547,141434.46875
1548,135662.328125
1549,115502.03125
1550,143227.453125
1551,112221.265625
1552,155469.484375
1553,148098.78125
1554,109288.109375
1555,174681.296875
1556,82930.2109375
1557,108979.890625
1558,102360.4375
1559,70525.609375
1560,142869.875
1561,148332.75
1562,128700.03125
1563,124301.1171875
1564,151384.96875
1565,150435.515625
1566,217374.375
1567,70054.65625
1568,219177.3125
1569,137367.125
1570,136835.765625
1571,123592.75
1572,147483.1875
1573,258539.421875
1574,118146.59375
1575,229528.6875
1576,243084.234375
1577,196961.625
1578,157414.9375
1579,146910.578125
1580,192830.359375
1581,145638.078125
1582,126894.7265625
1583,320301.28125
1584,232524.78125
1585,136941.734375
1586,78183.6875
1587,94287.15625
1588,159054.484375
1589,100032.03125
1590,125244.4375
1591,90014.8515625
1592,115451.40625
1593,136763.5
1594,133991.828125
1595,118719.6640625
1596,228727.0
1597,194039.5625
1598,218367.53125
1599,179023.078125
1600,175586.9375
1601,71986.453125
1602,124602.3515625
1603,83918.90625
1604,282358.8125
1605,232093.34375
1606,166823.828125
1607,166566.0
1608,215920.234375
1609,190170.40625
1610,152675.625
1611,133232.15625
1612,162906.296875
1613,161367.328125
1614,126132.1171875
1615,90348.6796875
1616,67904.4296875
1617,92467.2109375
1618,124571.9296875
1619,134448.796875
1620,163889.296875
1621,133074.15625
1622,142633.625
1623,273084.3125
1624,215215.78125
1625,124865.6484375
1626,169096.09375
1627,187377.28125
1628,277183.21875
1629,181344.40625
1630,421043.71875
1631,227646.71875
1632,263830.96875
1633,171873.34375
1634,190832.28125
1635,178083.53125
1636,153989.65625
1637,190294.09375
1638,202053.390625
1639,181527.953125
1640,250275.84375
1641,182037.4375
1642,226640.515625
1643,219481.8125
1644,223824.40625
1645,204165.875
1646,162280.09375
1647,159499.484375
1648,130505.65625
1649,141241.359375
1650,113869.328125
1651,118690.3828125
1652,96925.3203125
1653,101073.0625
1654,151289.640625
1655,147984.546875
1656,147528.0625
1657,150782.8125
1658,149986.0625
1659,135693.671875
1660,155052.078125
1661,459301.1875
1662,418711.84375
1663,384203.09375
1664,377086.15625
1665,332546.28125
1666,289091.96875
1667,369538.40625
1668,334701.4375
1669,301698.6875
1670,343818.90625
1671,259980.203125
1672,503518.5
1673,314921.96875
1674,251184.0625
1675,193535.28125
1676,194700.75
1677,219867.21875
1678,500288.6875
1679,388268.4375
1680,343412.15625
1681,267684.59375
1682,288620.0625
1683,176350.28125
1684,171892.828125
1685,171366.703125
1686,166855.5625
1687,159762.6875
1688,184546.46875
1689,186991.28125
1690,190013.578125
1691,179790.125
1692,260045.90625
1693,166510.375
1694,180010.890625
1695,165322.921875
1696,277271.59375
1697,168277.609375
1698,372950.9375
1699,327608.5
1700,250579.734375
1701,262393.875
1702,247060.9375
1703,240859.140625
1704,284521.4375
1705,234608.765625
1706,482462.9375
1707,232314.0
1708,208795.875
1709,285819.8125
1710,221332.578125
1711,251709.40625
1712,246371.421875
1713,283031.9375
1714,224142.375
1715,210676.609375
1716,186961.203125
1717,179144.671875
1718,133663.015625
1719,201317.5
1720,247721.734375
1721,161796.5
1722,124181.7109375
1723,143059.171875
1724,214253.8125
1725,243741.953125
1726,194605.03125
1727,155228.234375
1728,166813.25
1729,164929.5625
1730,162802.671875
1731,116596.578125
1732,135116.375
1733,127083.875
1734,113375.1484375
1735,124834.9375
1736,116743.21875
1737,338800.375
1738,207900.6875
1739,285095.25
1740,254308.15625
1741,196775.21875
1742,175253.234375
1743,177706.671875
1744,307249.96875
1745,226227.8125
1746,203177.03125
1747,218109.484375
1748,232539.453125
1749,148383.921875
1750,126038.78125
1751,231373.703125
1752,124494.015625
1753,141648.234375
1754,203576.953125
1755,165882.671875
1756,126979.5703125
1757,123485.65625
1758,146542.171875
1759,156158.234375
1760,168564.640625
1761,147116.609375
1762,182682.328125
1763,168652.890625
1764,118591.6640625
1765,174784.09375
1766,181630.015625
1767,219645.546875
1768,151403.28125
1769,176280.4375
1770,148347.328125
1771,130045.546875
1772,141710.03125
1773,127742.453125
1774,124600.234375
1775,147099.78125
1776,125745.859375
1777,119981.71875
1778,141976.796875
1779,126463.8515625
1780,173733.21875
1781,135920.609375
1782,101202.3828125
1783,136905.375
1784,108692.3515625
1785,123438.171875
1786,152165.390625
1787,172417.078125
1788,54704.22265625
1789,105327.3359375
1790,87676.8203125
1791,168731.703125
1792,152919.859375
1793,135232.109375
1794,153670.0625
1795,130772.0546875
1796,129632.0078125
1797,124230.28125
1798,125327.953125
1799,115722.4296875
1800,139351.546875
1801,135123.34375
1802,131583.078125
1803,149765.40625
1804,137485.78125
1805,137337.875
1806,111087.53125
1807,129073.1484375
1808,127809.0625
1809,128530.359375
1810,150865.515625
1811,97721.4375
1812,97686.453125
1813,123531.8046875
1814,90206.359375
1815,51827.9609375
1816,97615.2890625
1817,112962.1015625
1818,139632.9375
1819,128951.1015625
1820,47049.55078125
1821,109748.84375
1822,146561.09375
1823,36992.05078125
1824,147636.734375
1825,135503.71875
1826,102574.0078125
1827,102700.5625
1828,140011.0
1829,119790.125
1830,145541.84375
1831,162328.734375
1832,75976.6484375
1833,142875.53125
1834,117508.890625
1835,132895.375
1836,130207.453125
1837,83576.5546875
1838,127872.609375
1839,88865.890625
1840,166502.296875
1841,149756.28125
1842,74605.6953125
1843,139290.234375
1844,140784.0
1845,140143.328125
1846,158995.921875
1847,160958.078125
1848,53375.08984375
1849,110191.1640625
1850,121681.3046875
1851,156546.765625
1852,118215.59375
1853,127320.8828125
1854,173181.59375
1855,124127.9453125
1856,218494.109375
1857,149514.078125
1858,138403.984375
1859,120255.15625
1860,149213.9375
1861,119185.28125
1862,305684.03125
1863,298326.3125
1864,298612.375
1865,366941.59375
1866,347770.65625
1867,231334.40625
1868,297253.34375
1869,198868.859375
1870,241901.390625
1871,255665.765625
1872,176553.71875
1873,233969.125
1874,146036.375
1875,202248.8125
1876,193534.3125
1877,224448.671875
1878,201825.6875
1879,132581.53125
1880,129759.6015625
1881,243124.75
1882,245663.609375
1883,195548.765625
1884,211689.46875
1885,243797.203125
1886,304912.125
1887,206472.09375
1888,280935.9375
1889,161475.109375
1890,126852.265625
1891,136671.078125
1892,105209.234375
1893,132496.84375
1894,129989.3359375
1895,135693.625
1896,129307.421875
1897,117803.453125
1898,113906.4140625
1899,159751.609375
1900,152714.4375
1901,181835.671875
1902,151694.125
1903,216223.046875
1904,151519.359375
1905,196087.3125
1906,175777.421875
1907,197513.828125
1908,113580.5390625
1909,136061.265625
1910,119375.125
1911,219947.96875
1912,316975.1875
1913,127811.1953125
1914,49488.10546875
1915,325856.625
1916,59873.31640625
1917,254784.578125
1918,137693.640625
1919,159696.5
1920,132197.1875
1921,405061.28125
1922,326777.03125
1923,202782.75
1924,235235.203125
1925,211966.671875
